D_R,con1,edo,muni,loca,ageb,hr_ini1,min_ini1,hr_ter1,min_ter1,dura1,resul1,hr_ini2,min_ini2,hr_ter2,min_ter2,dura2,resul2,hr_ini3,min_ini3,hr_ter3,min_ter3,dura3,resul3,hr_ini4,min_ini4,hr_ter4,min_ter4,dura4,resul4,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_7,p3_8,p3_9,p3_10,p4_1,p4_2,p4_3,p5_1,p5_2,p5_3,p5_4,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_7,p7_1,p7_2,p7_3,p7_4,p7_5,p7_6,p7_7,p7_8,p7_9,p7_10,p8,p8_2,p9,p9_1,p9_2,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p10_13,p10_14,p10_15,p11,p11a_1,p12,p12a_1,p13,p13a_1,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p16,p16_1,p16_2,p16_3,p17,p18,p19_1,p19_2,p19_3,p20_1,p20_2,p20_3,p20_1a_1,p20_2a_1,p20_3a_1,p21,p21_1,p21_2,p21_3,p22,p23,p24,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p27,p27a_1,p28,p29,p29a,p30,p30aa_1,p31,p32_1,p32_2,p32_3,p33,p34,p35_1,p35_2,p35_3,p35_4,p36,p37,p38,p39,p40,p41,p41aa_1,p42,p43_1,p43_2,p43_3,p43_4,p43_5,p43_6,p44,p45,p46,p47,p48,p49_1,p49_2,p49_3,p49_4,p49_5,p50_1,p50_2,p50_3,p50_4,p50_5,p50_6,p50_7,p50_8,p51,p52,p53,p54,p55,p56_1,p56_2,p56_3,p56_4,p56_5,p57,p57a_1,p58,p59,p60_1,p60_2,p60_3,p60_4,p61,p62_1,p62_2,p62_3,p62_4,p62_5,p63_1,p63_2,p63_3,p63_4,p63_5,p64,p65,p66,p67_1,p67_2,p67_3,p67_4,p67_5,p68otra,p68,p68_1,p69a,p69b,p69ba,p70,p71,p71_1_1,p71_1_2,p71_1_3,p72,p73_1,p73_2,p73_3,p73_4,sd1,sd2,sd3,sd4,sd4a,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,obser,sexo,edad_1,escol,cond_act,est_civil,ing_ind,ing_fam,total2,Region,Estrato,Tam_loc,Pondi2,Pondi_v
 ,347,14,99,1,280-6,12,3,12,30,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,3,3,3,3,3,3,3,bienestar,trabajar, ,3,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,progresar,3,3,-1,-1,6,7,6,7,4,4,6,6,5,5,5,5,6,5,5,98,98,98,98,999,99,99,1,1,3,3,1,1,1,2,-1,-1,-1,3,3,1,5,7,19,13,-1,7,3,-1,2,-1,-1,-1,2,-1,-1,2,2,2,1,3,3,3,12,2,1,97,97,abandono de hogares,1,2,2,2,2,1,2,1,1,1,1,2,2,3,1,1,97,97,3,4,3,4,4,4,4,2,2,2,3,2,1,2,2,2,2,2,3,3,3,2,2,1,2,4,1,12,98,2,1,1,1,1,1,98,98,1,2,3,3,3,3,1,1,2,1,1,2,7,-1,7,7,-1,2,2,2,1,1,3,3,3,2,2,-1,14,JALISCO TLAJOMULCO,TLAJOMULCO,4,2,-1,-1,-1,1,1,1,2,2,1,40,1,4,3,-1,2,5,1,4,4,3,2,2800,2,10000,3, ,1,4,3,1,1,3,6,1,1,13,3,42781,25440
 ,348,14,99,1,280-6,12,3,12,30,27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,2,2,2,1,2,2,2,2,2,98, , ,2,1,1,1,2,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,98,98,3,-1,-1,9,6,9,8,8,8,9,9,8,8,7,9,9,10,9,pobreza,9,ilegales,7,18,7,99,2,2,2,2,2,2,2,2,-1,-1,-1,2,4,4,6,5,17,11,20,7,1,3,2,-1,-1,-1,2,-1,-1,2,2,2,2,2,2,2,12,2,1,mejor economía,14,perdida de un mexicano,6,2,2,1,1,3,1,1,2,1,1,2,1,2,1,1,es menor la economía,1,2,2,3,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,38,11,1,2,2,1,2,2,15,5,3,3,2,3,3,2,1,2,2,2,2,1,-1,-1,-1,-1,6,2,1,1,2,2,3,2,2,2,2,-1,14,JALISCO TLAJOMULCO,TLAJOMULCO,0,2,-1,-1,-1,5,2,1,1,1,2,18,1,4,3,-1,2,6,8,-1,-1,-1,-1,-1,-1,7000,2, ,2,2,3,2,6,-1,5,1,1,13,3,189960,25440
 ,349,14,99,1,280-6,11,4,11,30,26,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,2,2,3,1,3,3,3,3,abandono,falta de recursos,oportunidades,1,1,1,1,2,3,2,3,3,2,3,1,1,1,1,1,2,2,1,1,1,sufrir,7,3,-1,-1,7,4,8,6,7,8,6,9,2,2,4,8,6,7,8,gringos,3,pobreza,9,999,99,99,1,1,3,1,2,1,3,2,-1,-1,-1,2,4,1,4,8,12,11,29,2,1,6,2,-1,-1,-1,2,-1,-1,8,3,3,1,3,3,3,13,4,1,97,97,97,97,3,2,2,1,5,2,1,1,1,1,1,1,3,1,1,inseguridad,2,2,1,1,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,2,2,2,3,1,2,2,4,1,98,98,3,1,2,1,2,5,15,5,1,3,3,3,3,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,3,2,1,1,1,3,2,2,-1,14,JALISCO TLAJOMULCO,TLAJOMULCO,3,2,-1,-1,-1,4,2,2,2,2,2,24,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,6000,2, ,2,2,3,2,1,-1,4,1,1,13,3,189960,25440
 ,350,14,99,1,280-6,11,34,11,58,0,0,11,34,11,59,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,2,2,frontera,indocumentados, ,3,2,2,2,1,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,98,98,3,-1,-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,migración,7,ilegales,7,999,99,17,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,2,4,12,16,-1,2,3,-1,2,-1,-1,-1,2,-1,-1,2,2,1,1,1,1,3,13,4,1,economía,14,98,98,1,2,1,1,4,1,1,1,1,1,2,1,2,1,1,sufren discriminación,3,2,1,3,4,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,21,11,1,1,1,1,1,1,18,1,1,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,-1,14,JALISCO ZAPOPAN,ZAPOPAN,5,2,-1,-1,-1,2,2,2,2,2,2,32,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,6000,2, ,2,3,3,2,1,-1,4,1,1,13,3,51594,25440
 ,351,1,5,1,055-2,11,15,11,16,1,5,11,20,12,15,55,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,3,3,2,3,3,4,3,pobreza,necesidad, ,2,2,2,2,2,3,2,3,3,2,3,1,1,1,2,1,1,1,1,1,1,osadía,8,2,98,99,98,98,98,98,98,7,98,98,98,98,98,98,98,98,98,98,98,limitación,1,998,98,98,1,1,1,3,3,3,3,2,-1,-1,-1,2,4,1,4,5,19,-1,-1,7,-1,-1,2,-1,-1,-1,2,-1,-1,1,2,2,2,3,3,3,18,2,1,el dinero que mandan,11,que dejan sola a la familia,1,1,9,1,1,6,1,1,1,1,1,2,1,1,1,1,98,98,3,1,3,5,2,3,3,2,8,2,2,2,1,3,8,8,8,1,8,1,8,1,8,2,8,3,3,98,98,2,1,1,1,1,5,26,5,1,8,4,5,5,5,2,1,1,1,2,1,99,8,0,-1,0,1,2,4,2,2,2,2,3,2,2,-1,1,JESUS MARIA,JESUS MARIA,2,2,-1,-1,-1,5,2,2,2,2,1,48,1,4,3,-1,2,5,1,4,4,2,2,700,1,10000,3, ,1,5,3,1,1,2,6,1,1,12,2,24463,11863
 ,352,1,5,1,055-2,11,40,12,51,71,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,3,4,4,3,4,4,4,2,necesario, , ,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,98,98,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,99,99,39,1,99,2,2,2,3,3,3,3,2,-1,-1,-1,2,8,1,3,4,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,8,2,3,2,8,8,8,98,98,1,97,97,99,99,2,9,1,2,5,1,2,1,1,1,2,3,8,1,1,el no conseguir empleo,1,3,2,5,5,3,5,2,2,8,2,8,2,1,8,8,8,8,3,3,3,1,1,3,2,3,3,3,98,98,2,1,1,1,2,5,98,98,1,4,3,3,3,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,4,3,2,2,2,2,2,2,-1,1,JESUS MARIA,JESUS MARIA,5,2,-1,-1,-1,5,2,2,2,2,2,36,1,4,3,-1,2,5,1,8,5,2,2,400,1,3500,1, ,2,4,3,1,1,2,3,1,1,12,2,55056,11863
 ,353,1,5,1,055-2,10,27,11,32,65,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,4,4,4,3,4,3,4,2,de otro lugar,viajero,pobre,2,2,1,1,8,3,3,3,2,1,2,3,8,1,3,8,3,8,3,8,3,indocumentado,10,3,-1,-1,8,98,98,8,98,6,98,98,98,98,98,98,98,98,98,imperialismo,10,necesidad,9,999,99,99,3,3,2,3,8,1,3,2,-1,-1,-1,1,4,1,2,4,23,-1,-1,4,-1,-1,2,-1,-1,-1,2,-1,-1,4,1,1,1,1,1,2,11,1,1,el dinero que mandan los trabajadores,11,que se va gente que pudiera trabajar aquí,2,8,9,2,1,5,2,1,1,1,1,2,1,3,1,1,97,97,3,2,2,5,2,5,3,2,8,3,2,2,1,2,1,8,8,8,8,8,3,2,8,2,2,4,8,98,11,1,4,1,2,2,5,19,1,3,4,5,8,5,5,3,2,1,2,2,1,-1,7,-1,-1,0,1,1,8,3,3,1,1,8,2,2,-1,1,JESUS MARIA,JESUS MARIA,4,2,-1,-1,-1,3,2,2,2,2,2,34,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,3000,1, ,2,3,3,2,1,-1,3,1,1,12,2,35840,11863
 ,354,17,12,1,037-A,11,8,11,52,44,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,4,4,4,4,4,4,4,4,frontera,abandono,buscar una vida mejor,2,1,3,2,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,no poder trabajar libremente,3,3,-1,-1,8,7,8,8,8,8,8,7,7,7,8,8,7,8,8,puentes mucha vigilancia,1,Guatemala,3,50,4,12,1,3,1,1,1,1,3,2,-1,-1,-1,3,4,1,4,6,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,3,1,1,1,1,8,3,14,1,1,98,98,que muchas familias se desunen,1,2,1,8,1,6,2,1,1,1,1,3,4,3,4,3,97,97,2,1,3,5,1,5,8,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,4,1,99,98,3,1,1,1,1,1,50,6,1,2,3,4,3,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,1,2,1,1,1,2,3,2,2,-1,17,JOJUTLA,JOJUTLA,3,2,-1,-1,-1,1,2,2,2,2,2,44,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,3000,1, ,2,4,3,2,1,-1,3,1,1,12,2,33209,7171
 ,355,17,12,1,037-A,10,38,11,20,42,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,2,2,3,3,3,2,3,2,4,3,99, , ,8,8,8,8,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,99,99,3,-1,-1,8,6,6,6,6,9,6,8,6,6,6,5,3,2,6,98,98,migrantes,7,45,17,17,1,1,1,1,1,1,1,2,-1,-1,-1,1,4,1,2,4,27,18,42,6,1,5,2,-1,-1,-1,2,-1,-1,2,2,1,1,2,3,3,28,7,1,las remesas,11,98,98,1,2,2,1,1,1,1,1,2,2,3,2,2,1,1,97,97,8,1,2,2,3,1,1,2,3,2,3,2,2,3,1,3,4,2,2,2,2,2,3,3,3,1,3,23,32,2,1,1,1,2,5,36,2,1,1,2,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,3,1,1,14,17,JOJUTLA,JOJUTLA,1,2,-1,-1,-1,1,2,2,1,1,1,36,1,4,3,-1,2,5,1,2,4,2,1,250,1,3000,1, ,1,4,3,1,1,2,3,1,1,12,2,17926,7171
 ,356,17,12,1,037-A,11,28,12,9,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,3,4,4,4,2,4,4,insatisfecho con mi país,desempleo,inflación,4,4,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,mojado,9,3,-1,-1,8,6,6,6,8,10,6,7,7,5,6,10,8,6,8,narco,5,paso centroamericanos,7,38,11,22,1,1,2,2,1,1,3,2,-1,-1,-1,2,4,1,6,9,29,19,28,6,7,7,2,-1,-1,-1,2,-1,-1,2,1,1,1,1,3,3,27,5,1,97,97,98,98,1,2,2,1,4,2,1,2,1,2,3,2,1,1,2,98,98,9,1,3,3,3,3,5,2,3,2,1,2,1,4,1,8,8,3,3,3,3,3,3,2,2,1,3,20,11,1,3,2,2,2,4,21,5,1,3,3,3,4,4,1,2,1,1,2,1,-1,8,6,-1,5,1,2,9,1,1,2,2,3,2,2,-1,17,JOJUTLA,JOJUTLA,0,2,-1,-1,-1,5,1,1,2,1,2,26,1,4,3,-1,1,6,8,-1,-1,-1,-1,-1,-1,6000,2, ,2,3,3,2,6,-1,4,1,1,12,2,21618,7171
 ,357,17,12,1,037-A,12,29,13,15,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,3,2,3,3,2,3,4,3,4,mejorar su vida,robos,violaciones,3,3,2,1,1,3,1,3,2,1,3,1,2,1,3,3,2,1,2,3,2,indocumentados,10,1,98,13,98,98,98,98,5,5,4,98,98,7,7,7,98,8,7,drogas indocumentados cosas ilegales contrabando,5,los polleros,7,999,99,98,2,3,1,1,1,1,2,2,-1,-1,-1,1,4,2,4,6,19,28,-1,7,7,-1,2,-1,-1,-1,2,-1,-1,2,2,2,1,3,3,2,12,2,1,los giros económicos o las remesas,11,97,97,1,2,2,1,4,2,3,2,2,2,3,2,2,1,1,los secuestros,2,3,3,3,1,2,1,2,2,2,2,1,2,1,3,1,1,4,8,3,3,2,1,2,2,2,3,3,20,31,2,2,2,2,4,2,12,2,1,4,5,8,5,5,1,2,1,1,2,1,-1,7,8,-1,3,1,1,4,2,1,2,3,3,2,2,-1,17,JOJUTLA,JOJUTLA,2,2,-1,-1,-1,5,2,1,2,2,1,32,1,4,3,-1,2,5,1,2,4,3,3,2500,2,2500,1, ,1,3,3,1,1,3,3,1,1,12,2,39792,7171
 ,358,17,12,1,037-A,9,3,9,48,45,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,2,3,3,2,2,2,2,2,3,2,animales,maltrato,deportados,2,3,3,1,1,3,1,3,1,1,3,1,2,1,2,1,1,1,2,2,2,necesidad,1,1,98,97,98,98,5,6,6,7,6,98,98,7,98,7,98,6,6,violaciones,6,migrantes,7,12,15,11,1,1,1,2,1,1,2,2,-1,-1,-1,3,4,6,9,4,13,38,-1,3,2,-1,2,-1,-1,-1,2,-1,-1,2,8,3,1,3,3,3,11,1,4,98,98,97,97,1,2,1,1,6,2,1,1,1,1,3,1,8,1,2,97,97,3,5,5,3,3,5,1,2,1,2,2,2,1,3,1,8,8,3,3,3,3,3,1,1,1,4,3,98,11,2,2,2,3,3,2,15,5,3,4,4,8,8,4,3,2,1,2,2,1,-1,5,-1,-1,4,1,1,4,3,1,1,2,3,2,2,-1,17,JOJUTLA,JOJUTLA,3,2,-1,-1,-1,5,2,2,1,2,1,54,1,4,3,-1,2,5,1,4,4,3,2,1100,3,4500,2, ,1,5,3,1,1,2,4,1,1,12,2,14756,7171
 ,359,32,17,1,190-9,8,3,8,52,49,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,4,8,8,4,2,2,2,3,4,98, , ,2,2,3,2,2,3,2,3,3,2,3,1,1,1,2,1,1,1,2,1,1,mojados,9,3,-1,-1,98,98,98,2,2,8,98,98,98,98,98,98,98,98,98,"Juárez, Tijuana",2,Chetumal,2,12,15,98,2,2,1,2,1,1,2,2,-1,-1,-1,1,4,4,-1,-1,12,27,-1,2,6,-1,2,-1,-1,-1,2,-1,-1,3,2,3,1,3,3,3,12,2,1,97,97,97,97,1,2,8,1,6,2,5,1,1,1,1,1,3,4,1,no hay empleo,1,3,4,2,3,1,5,5,9,3,2,2,1,1,2,8,8,3,1,2,2,3,2,2,2,8,3,1,18,11,1,3,1,1,1,5,15,5,2,4,5,8,5,5,1,2,2,1,2,1,-1,-1,7,-1,5,2,1,1,2,1,1,2,3,2,2,-1,32,JUAN ALDAMA,JUAN ALDAMA,2,2,-1,-1,-1,5,2,2,2,2,2,67,1,4,3,-1,2,2,8,-1,-1,-1,-1,-1,-1,999999,99, ,2,7,3,2,2,-1,999999,1,3,31,1,36457,10785
 ,360,20,286,1,004-1,18,12,19,4,52,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,3,3,3,2,3,3,2,4,3,una vida mejor, , ,1,1,1,1,3,3,2,3,3,1,3,2,3,2,3,2,3,1,2,2,3,muerte,2,3,-1,-1,7,5,7,6,5,7,5,7,3,4,5,7,3,3,6,patrulla fronteriza,8,discriminación,6,999,99,99,3,2,2,3,2,3,2,2,-1,-1,-1,2,4,1,3,4,31,-1,-1,5,-1,-1,2,-1,-1,-1,2,-1,-1,2,3,3,1,1,1,1,11,1,1,97,97,98,98,1,2,2,2,5,2,1,1,2,2,1,3,3,2,1,97,97,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,4,2,1,2,2,1,2,2,1,3,2,20,11,2,1,1,1,2,5,18,1,1,2,4,3,5,5,2,1,1,1,1,1,7,7,6,7,6,1,3,4,1,1,2,2,1,2,2,-1,20,JUCHITAN,JUCHITAN,1,1,15,-1,-1,5,1,2,1,1,2,41,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,999999,99, ,2,4,3,2,1,-1,999999,1,4,43,3,59770,25304
 ,361,15,20,1,025-A,11,29,12,12,43,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,3,3,3,4,3,3,4,2,4,3,falta de empleo,inseguridad, ,2,3,2,2,2,3,2,3,2,2,3,2,2,2,8,2,3,1,2,2,8,indocumentado,10,3,-1,-1,5,4,4,6,5,6,3,6,1,3,5,3,3,2,6,patrulla fronteriza,8,prostitución,5,999,99,99,1,1,2,2,1,1,1,2,-1,-1,-1,1,3,1,4,5,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,3,3,3,1,2,2,2,31,1,1,97,97,97,97,1,2,2,1,6,2,1,1,2,1,2,2,3,1,2,98,98,3,2,3,2,2,3,2,2,8,2,3,1,3,4,2,3,4,2,3,3,3,2,3,1,3,3,3,20,11,2,1,1,1,1,5,41,6,1,4,8,3,4,4,2,2,1,1,1,1,-1,6,7,7,7,2,3,3,3,1,1,2,3,2,2,-1,20,JUCHITAW,JUCHITAN,0,2,-1,-1,-1,1,1,2,1,1,2,26,1,4,3,-1,2,9,8,-1,-1,-1,-1,-1,-1,999999,99, ,2,3,3,2,9,-1,999999,1,2,21,1,88305,27755
 ,362,9,10,1,059-7,15,10,15,50,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,4,3,4,3,1,4,3,4,3,desempleados,mugrosos,problemas,5,5,5,5,1,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,problemas,7,3,-1,-1,5,6,6,7,6,5,6,5,5,6,5,5,5,5,6,tigres del norte,2,playas,1,23,20,99,3,3,2,2,2,2,2,2,-1,-1,-1,2,4,1,2,10,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,3,3,3,3,2,3,22,6,1,97,97,97,97,1,2,2,1,6,2,1,1,1,1,2,1,2,1,1,97,97,3,1,2,5,1,1,1,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,99,98,3,1,1,1,1,5,15,5,1,3,5,3,5,5,2,2,1,2,2,1,-1,6,-1,-1,5,1,2,4,3,2,1,1,1,2,2,-1,16,LAZARO CARDENAS,LAZARO CARDENAS,5,2,-1,-1,-1,5,1,1,2,2,1,63,1,4,3,-1,2,5,1,4,4,2,1,100,1,2000,1, ,1,6,3,1,1,2,2,1,2,21,1,163070,76679
 ,363,9,10,1,172-0,9,32,10,10,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,4,1,2,2,3,3,extranjero,mojado,mexicano,1,1,1,1,2,3,1,3,3,1,3,1,1,1,3,2,3,1,2,2,3,mexicano,4,3,-1,-1,7,7,9,7,7,5,7,8,3,7,7,9,7,7,7,Estados Unidos norte América,3,Belice,3,25,22,17,1,1,2,1,1,1,3,2,-1,-1,-1,3,3,1,6,8,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,3,1,1,1,3,3,1,22,6,1,las remesas,11,inseguridad,6,1,2,2,1,2,2,1,1,1,1,2,3,2,4,1,inseguridad,2,3,2,2,5,2,5,1,2,2,2,1,1,1,3,1,2,3,2,3,2,2,1,3,2,2,3,3,23,11,1,1,1,2,1,5,15,5,1,3,5,4,4,3,1,2,1,1,2,1,-1,8,7,-1,5,1,2,4,3,3,1,1,3,2,2,-1,9,MAG CONTRERAS,MAGDALENA CONTRERAS,2,1,12,-1,-1,1,1,1,1,1,1,43,1,4,3,-1,2,5,1,2,2,3,3,3550,2,7000,3, ,1,4,3,1,1,3,5,1,2,21,1,163437,79183
 ,364,25,12,304,126-4,8,16,8,47,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,3,3,2,2,2,3,4,4,desierto,sed,muerte,2,3,3,2,1,3,2,3,3,1,3,3,2,3,2,3,3,1,2,2,1,discriminación,7,1,98,13,3,3,3,3,3,5,3,3,0,3,3,3,1,3,3,rio,1,98,98,999,99,99,1,1,3,3,1,1,3,2,-1,-1,-1,1,3,1,3,6,12,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,2,3,2,1,3,3,3,13,4,4,sus costumbres comida,17,la discriminación,4,1,2,2,1,2,2,1,1,1,1,1,1,1,2,3,acostumbrarse,4,3,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,18,11,3,1,1,1,1,2,16,6,1,1,2,3,2,2,1,1,2,1,2,2,5,-1,5,-1,-1,1,2,3,2,1,2,1,1,2,2,-1,98,MAZATLAN,MAZATLAN,1,2,-1,-1,-1,1,1,2,2,2,2,54,1,4,3,-1,2,2,1,4,4,2,1,999999,1,999999,1, ,2,5,3,1,2,999999,999999,1,3,33,3,37453,13011
 ,365,25,12,304,125-A,10,40,11,10,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,3,3,3,3,3,3,3,99, , ,3,2,3,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,99,99,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,999,99,99,3,3,3,2,3,3,3,2,-1,-1,-1,2,4,99,-1,-1,99,-1,-1,99,-1,-1,2,-1,-1,-1,2,-1,-1,9,2,2,2,2,2,2,22,6,1,97,97,97,97,1,2,2,2,1,3,1,1,2,1,2,3,2,3,2,99,99,3,1,2,1,2,2,1,2,2,2,2,3,3,3,2,3,3,3,2,3,2,1,2,1,1,2,2,98,98,3,3,3,3,3,3,99,99,3,3,2,2,2,2,2,2,1,1,1,2,-1,8,8,8,-1,3,2,2,2,2,3,3,3,2,2,-1,25,MAZATLAN,MAZATLAN,2,2,-1,-1,-1,3,1,1,2,2,1,42,1,4,3,-1,2,5,10,-1,-1,-1,-1,-1,-1,5000,2, ,1,4,3,2,1,-1,4,1,3,33,3,29163,13437
 ,366,23,4,1,075-9,11,36,11,58,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,2,2,1,3,2,4,1,empleo,estados unidos,ilegal,3,3,3,3,2,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1,explotación,7,3,-1,-1,10,10,10,10,10,10,7,10,9,7,8,10,9,9,10,Estados Unidos,3,Belice,3,19,9,22,2,3,1,3,1,1,1,2,-1,-1,-1,3,3,1,2,6,26,31,29,4,5,6,2,-1,-1,-1,2,-1,-1,1,1,1,1,1,1,1,26,1,1,hay apoyo por parte del familiar que se fue,11,ser tratados de mala manera,4,2,2,1,2,4,2,1,1,1,1,2,1,3,1,2,idioma,4,2,2,2,3,3,3,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,20,28,3,1,1,1,1,5,11,3,1,1,3,3,3,3,2,1,1,1,1,1,9,9,8,5,3,2,3,1,2,2,2,2,2,2,2,-1,31,MERIDA,MERIDA,2,2,-1,-1,-1,5,2,1,1,1,2,36,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,6000,2, ,2,4,3,2,1,-1,4,1,4,41,1,25898,8775
